institution_id,institution_name,state_code,state_name,county,nces_locale,level,control,title_i_status,total_enrollment,number_of_teachers,student_teacher_ratio,percent_free_reduced_lunch,racial_white_pct,racial_black_pct,racial_hispanic_pct,racial_asian_pct,racial_native_pct,racial_two_or_more_pct,special_education_pct,english_learner_pct,per_pupil_expenditure_usd,federal_funding_pct,state_funding_pct,local_funding_pct,math_proficiency_pct,reading_proficiency_pct,graduation_rate_pct,chronic_absenteeism_pct,avg_sat_score,avg_act_score,ap_ib_participation_pct,postsecondary_enrollment_pct,stem_certified_flag,broadband_access_pct
US-EDU-13681,Hamilton Intermediate School,PA,Pennsylvania,Philadelphia County,City - Large,Middle School,Public,Title I Targeted,380,32,11.9,45.4,16.8,28.4,48.3,4.7,1.0,0.8,13.1,22.4,14032,11.6,48.5,39.9,46.5,90.5,86.8,12.2,,,,,No,90.3
US-EDU-13682,Westview Grade School,CA,California,Alameda County,Town - Distant,Elementary School,Private Non-Profit,Not Applicable,607,78,7.8,13.8,72.4,14.1,9.7,1.2,0.2,2.4,10.8,7.5,15760,0.0,2.0,98.0,76.5,62.3,95.3,16.2,,,,,No,92.9
US-EDU-13683,Westview Middle School,IA,Iowa,Montgomery County,Rural - Fringe,Middle School,Public,Title I Schoolwide,916,54,17.1,67.5,56.2,18.5,18.5,3.5,0.1,3.2,17.7,11.7,16768,16.7,43.5,39.8,54.6,57.5,82.0,13.1,,,,,Yes,86.5
US-EDU-13684,Pine Crest Elementary School,NY,New York,Onondaga County,Town - Fringe,Elementary School,Public Charter,Title I Schoolwide,573,34,16.9,54.5,60.3,1.4,25.8,4.0,0.4,8.1,14.6,11.3,15304,14.8,50.2,35.0,52.0,59.0,71.1,23.0,,,,,No,86.1
US-EDU-13685,Carver Middle School,TX,Texas,Collin County,City - Large,Middle School,Public,Title I Targeted,551,27,20.2,69.9,29.6,30.6,22.0,13.3,1.9,2.6,11.5,16.5,19943,18.0,46.9,35.1,51.4,38.2,81.5,28.8,,,,,No,86.8
US-EDU-13686,Eisenhower High School,CA,California,Contra Costa County,City - Large,High School,Public,Not Title I Eligible,1188,82,14.4,25.3,51.9,27.3,16.1,0.9,2.2,1.6,12.6,6.2,18921,13.1,50.8,36.1,65.6,70.0,87.4,20.7,1177,25.9,29.0,75.1,No,92.9
US-EDU-13687,Madison Elementary Academy,PA,Pennsylvania,Philadelphia County,Suburban - Large,Elementary School,Public,Title I Schoolwide,687,26,26.0,67.2,60.4,5.8,12.4,15.1,2.8,3.5,17.5,8.2,16900,15.3,35.9,48.8,72.0,55.3,81.2,21.7,,,,,No,85.0
US-EDU-13688,Pine Crest Primary School,CA,California,Fresno County,City - Large,Elementary School,Public,Title I Targeted,367,29,12.7,64.3,15.5,30.0,41.9,9.8,0.2,2.6,18.8,16.8,11652,17.1,47.8,35.1,27.1,44.2,75.7,31.3,,,,,No,84.3
US-EDU-13689,Roosevelt Junior High School,NJ,New Jersey,Madison County,Rural - Fringe,Middle School,Public,Not Title I Eligible,686,40,17.0,33.4,69.7,14.7,9.7,2.0,0.6,3.3,14.6,5.6,17792,13.0,43.0,44.0,76.8,74.0,86.4,12.1,,,,,No,98.4
US-EDU-13690,Grand Valley Primary School,OR,Oregon,Madison County,City - Midsize,Elementary School,Public,Title I Schoolwide,230,11,20.4,48.8,29.0,23.5,39.3,4.1,0.6,3.5,9.5,10.3,14268,16.0,20.0,64.0,55.1,56.0,81.6,18.0,,,,,No,91.9
US-EDU-13691,Lincoln Junior High School,FL,Florida,Lee County,Suburban - Large,Middle School,Public,Title I Schoolwide,581,44,13.2,46.4,49.1,5.7,37.0,6.7,0.1,1.4,10.0,20.1,13121,15.6,31.0,53.4,58.3,57.3,77.6,30.1,,,,,No,92.8
US-EDU-13692,Westview Primary School,TX,Texas,Dallas County,City - Large,Elementary School,Public Charter,Title I Schoolwide,523,25,21.0,58.8,35.4,42.4,4.6,15.1,0.1,2.4,10.3,3.7,12603,19.6,52.3,28.1,46.4,31.5,88.6,26.4,,,,,No,90.8
US-EDU-13693,Lincoln Elementary School,WA,Washington,Franklin County,Town - Distant,Elementary School,Public,Not Title I Eligible,541,35,15.5,14.5,70.1,5.2,9.8,8.0,1.2,5.7,10.2,5.6,13331,11.0,37.1,51.9,61.2,81.0,87.0,16.7,,,,,No,92.1
US-EDU-13694,Metropolitan Community School,WI,Wisconsin,Clay County,City - Large,K-12 Combined,Public,Title I Schoolwide,705,60,11.7,60.4,24.7,28.9,34.3,7.9,2.4,1.8,20.7,17.1,13259,14.8,46.2,39.0,34.1,56.9,80.6,20.8,1086,22.5,12.3,57.8,No,84.2
US-EDU-13695,Centennial Grade School,FL,Florida,Lee County,Rural - Fringe,Elementary School,Public,Title I Targeted,704,75,9.4,37.5,60.7,7.3,17.6,1.5,1.7,11.2,8.5,9.8,18637,10.9,59.4,29.7,54.6,54.8,85.7,16.0,,,,,Yes,89.4
US-EDU-13696,Eastside Middle School,TX,Texas,El Paso County,Suburban - Large,Middle School,Public,Not Title I Eligible,569,35,16.3,17.8,59.1,2.9,25.5,6.9,0.2,5.4,16.9,14.8,15412,9.9,49.3,40.8,56.8,58.3,82.0,14.2,,,,,No,96.0
US-EDU-13697,Madison High School,GA,Georgia,Chatham County,City - Large,High School,Public,Title I Schoolwide,2010,115,17.5,51.6,32.1,36.1,19.9,7.8,0.6,3.5,14.9,11.4,9630,13.2,47.6,39.2,54.4,63.8,87.0,29.1,1200,25.7,30.7,65.7,No,89.2
US-EDU-13698,Westview Junior High School,AZ,Arizona,Franklin County,Town - Fringe,Middle School,Public,Title I Targeted,1034,90,11.5,63.8,58.5,15.8,15.9,3.9,1.0,4.9,7.9,11.5,18743,16.7,53.4,29.9,46.7,78.2,77.8,18.3,,,,,No,87.0
US-EDU-13699,Jefferson Intermediate School,MD,Maryland,Washington County,City - Large,Middle School,Public,Title I Targeted,493,34,14.7,30.5,36.3,22.2,33.1,1.9,1.7,4.8,11.6,16.9,16360,11.8,25.3,62.9,54.7,74.4,83.2,9.6,,,,,No,90.8
US-EDU-13700,Metropolitan Primary School,AZ,Arizona,Washington County,Suburban - Large,Elementary School,Public,Not Title I Eligible,267,18,14.7,15.3,67.7,8.5,5.7,8.5,2.0,7.6,14.1,4.6,19999,10.6,42.1,47.3,68.6,65.6,90.3,20.3,,,,,No,96.2
US-EDU-13701,Madison Elementary Academy,PA,Pennsylvania,Berks County,City - Midsize,Elementary School,Public,Title I Schoolwide,512,31,16.6,62.2,29.4,29.2,35.9,4.0,0.1,1.4,12.9,14.5,13406,14.2,28.0,57.8,43.3,56.2,85.4,24.5,,,,,No,84.7
US-EDU-13702,Southland Primary School,WY,Wyoming,Madison County,Suburban - Large,Elementary School,Private Non-Profit,Not Applicable,353,22,16.0,8.3,38.9,25.4,20.6,11.7,0.6,2.8,15.1,10.5,7500,0.0,2.0,98.0,55.3,49.4,91.9,18.5,,,,,No,96.8
US-EDU-13703,Horizon Primary School,PA,Pennsylvania,Luzerne County,City - Large,Elementary School,Public,Title I Schoolwide,535,57,9.4,44.3,11.9,23.5,51.7,8.2,3.7,1.0,15.5,21.8,20096,13.5,51.0,35.5,83.2,82.8,90.1,23.5,,,,,Yes,92.6
US-EDU-13704,Northwood High School,CA,California,Fresno County,Suburban - Large,High School,Public,Title I Schoolwide,866,59,14.7,51.2,62.2,2.4,4.8,25.5,1.3,3.8,13.8,8.7,12013,14.4,40.4,45.2,54.7,68.4,86.4,19.3,1174,24.4,30.4,71.7,No,86.7
US-EDU-13705,Horizon Senior High School,UT,Utah,Madison County,Rural - Fringe,High School,Public,Title I Schoolwide,1824,142,12.8,48.5,90.8,1.0,2.0,0.5,3.3,2.4,12.2,4.2,16792,11.3,32.0,56.7,66.1,62.2,88.2,13.2,1303,27.3,33.6,80.2,No,89.2
US-EDU-13706,Eastside Intermediate School,VA,Virginia,Montgomery County,City - Large,Middle School,Public,Title I Schoolwide,313,15,20.7,63.2,26.7,20.8,31.2,13.8,1.0,6.5,14.2,15.1,15078,16.1,38.3,45.6,32.0,63.0,87.4,30.7,,,,,No,81.8
US-EDU-13707,Eastside University,NY,New York,New York County,Suburban - Midsize,4-Year University,Private Non-Profit,Not Applicable,6679,405,16.5,16.7,36.5,28.3,18.7,15.2,0.3,1.0,9.1,14.4,21669,0.0,2.0,98.0,65.2,76.3,77.6,18.6,1304,26.1,,,No,95.4
US-EDU-13708,Centennial Elementary School,NY,New York,New York County,City - Midsize,Elementary School,Private Non-Profit,Not Applicable,384,45,8.5,13.2,30.6,28.7,18.3,14.5,1.3,6.6,11.1,11.0,26373,0.0,2.0,98.0,85.2,98.0,89.8,28.6,,,,,No,91.7
US-EDU-13709,Washington High School,PA,Pennsylvania,Berks County,Suburban - Midsize,High School,Public,Title I Targeted,746,80,9.3,30.2,69.5,3.8,10.4,10.1,1.4,4.8,12.0,9.2,20720,11.7,43.5,44.8,65.7,65.1,82.7,19.3,1241,24.1,32.8,71.5,No,97.6
US-EDU-13710,Centennial Grade School,MN,Minnesota,Washington County,Suburban - Large,Elementary School,Private Non-Profit,Not Applicable,519,50,10.4,8.5,39.3,2.1,39.6,11.9,0.1,7.0,9.9,13.8,22605,0.0,2.0,98.0,79.7,80.4,72.5,12.9,,,,,No,95.6
US-EDU-13711,Sunset Middle School,PA,Pennsylvania,Chester County,City - Large,Middle School,Public,Title I Schoolwide,647,47,13.8,82.1,10.7,18.1,50.2,17.0,2.6,1.4,5.5,23.0,12764,19.1,45.7,35.2,54.3,55.1,70.1,16.9,,,,,No,81.6
US-EDU-13712,Frontier Grade School,CT,Connecticut,Madison County,Suburban - Large,Elementary School,Public,Not Title I Eligible,433,32,13.4,38.6,78.0,5.6,4.1,4.4,1.5,6.4,17.5,8.2,16366,15.5,60.5,24.0,39.7,36.1,74.3,15.7,,,,,No,92.5
US-EDU-13713,Carver Elementary Academy,GA,Georgia,Richmond County,City - Large,Elementary School,Public Charter,Title I Schoolwide,317,18,18.0,94.5,15.9,22.0,49.7,9.0,0.1,3.3,11.8,24.0,12011,21.4,49.5,29.1,43.9,38.7,79.1,24.5,,,,,Yes,83.2
US-EDU-13714,Oak Ridge Middle School,KY,Kentucky,Lincoln County,Rural - Remote,Middle School,Private Non-Profit,Not Applicable,485,40,12.1,11.4,76.5,1.4,9.8,4.8,3.9,3.6,9.8,8.3,24884,0.0,2.0,98.0,91.1,81.4,89.7,12.3,,,,,No,93.8
US-EDU-13715,Cedar Creek Junior High School,NY,New York,Suffolk County,City - Midsize,Middle School,Public,Title I Schoolwide,525,31,17.1,67.8,27.8,26.2,19.7,17.9,1.3,7.1,16.8,11.8,19871,15.6,41.8,42.6,43.4,38.2,74.7,32.7,,,,,No,82.8
US-EDU-13716,River Bend Intermediate School,NV,Nevada,Madison County,Suburban - Large,Middle School,Public,Title I Schoolwide,466,47,9.9,44.5,47.8,25.7,14.4,6.6,0.9,4.6,20.2,7.0,16676,14.1,57.9,28.0,39.5,44.9,80.6,22.0,,,,,Yes,93.4
US-EDU-13717,Valley View Day School,TX,Texas,Fort Bend County,Suburban - Midsize,K-12 Combined,Public,Not Title I Eligible,80,5,17.5,23.5,52.8,5.9,21.4,16.7,0.1,3.1,11.6,13.1,17199,9.3,52.1,38.6,57.5,65.5,88.5,22.6,1270,26.4,27.9,64.5,No,96.9
US-EDU-13718,Madison Comprehensive High School,NY,New York,Kings County,Suburban - Large,High School,Public,Not Title I Eligible,1083,77,14.0,5.0,57.1,2.3,33.4,3.0,0.2,4.0,8.9,17.1,21451,12.7,57.0,30.3,80.9,84.5,80.3,26.8,1290,26.7,45.9,77.0,No,97.8
US-EDU-13719,Franklin High School,TX,Texas,Fort Bend County,Rural - Remote,High School,Public,Title I Schoolwide,549,37,14.9,40.3,52.7,14.5,26.2,2.0,0.1,4.5,15.4,13.0,19637,13.5,55.7,30.8,72.8,69.4,87.6,21.6,1286,26.6,33.0,76.8,Yes,91.7
US-EDU-13720,Roosevelt Intermediate School,MA,Massachusetts,Franklin County,Rural - Remote,Middle School,Private Religious,Not Applicable,1026,63,16.2,20.5,65.0,15.8,11.8,3.8,1.8,1.8,14.8,2.7,24201,0.0,2.0,98.0,79.1,88.0,86.6,18.4,,,,,No,88.6
US-EDU-13721,University of Texas at Frontier,TX,Texas,Dallas County,Town - Fringe,4-Year University,Public,Not Applicable,20776,1586,13.1,0.0,74.1,13.1,5.0,2.7,1.8,3.3,8.0,5.7,34391,24.5,44.7,30.8,79.7,84.4,91.9,23.1,1344,28.5,,,Yes,94.4
US-EDU-13722,Jefferson Middle School,NE,Nebraska,Clay County,Suburban - Large,Middle School,Public,Title I Schoolwide,842,58,14.4,45.0,72.0,15.7,5.0,2.0,0.8,4.5,16.1,6.4,15475,13.0,46.5,40.5,63.5,77.7,86.5,14.5,,,,,Yes,92.8
US-EDU-13723,Washington Senior High School,WI,Wisconsin,Franklin County,Rural - Fringe,High School,Public,Title I Schoolwide,1222,112,10.9,54.8,52.9,27.4,3.1,6.8,2.7,7.1,12.3,4.2,13754,17.4,56.6,26.0,58.7,73.9,95.0,25.5,1251,26.8,22.3,69.3,No,86.6
US-EDU-13724,Roosevelt Elementary School,FL,Florida,Broward County,Town - Distant,Elementary School,Public,Title I Targeted,277,19,14.6,39.7,77.5,4.6,7.8,1.8,2.9,5.4,13.6,7.1,15984,13.0,44.9,42.1,63.1,67.3,85.1,4.0,,,,,No,90.4
US-EDU-13725,Lincoln Day School,WA,Washington,Central County,Suburban - Midsize,K-12 Combined,Public Charter,Not Title I Eligible,383,22,17.8,6.8,51.9,3.5,26.5,7.0,2.6,8.5,16.2,14.7,22240,6.6,50.0,43.4,93.9,81.2,94.7,19.0,1337,28.3,37.3,76.2,No,91.2
US-EDU-13726,Madison Junior High School,CA,California,Riverside County,Suburban - Large,Middle School,Public,Title I Schoolwide,497,28,17.7,53.3,30.1,22.4,36.7,3.6,2.8,4.4,5.4,18.7,15954,15.7,47.7,36.6,65.8,46.9,83.8,28.1,,,,,No,90.1
US-EDU-13727,Southland Academy,FL,Florida,Hillsborough County,Suburban - Large,High School,Public,Not Title I Eligible,277,21,13.0,33.7,17.6,34.4,21.5,20.6,2.4,3.5,15.6,19.8,16218,13.8,35.3,50.9,65.9,61.7,75.3,10.3,1170,24.7,36.0,63.6,Yes,92.0
US-EDU-13728,Lakeshore Grade School,IL,Illinois,Will County,City - Large,Elementary School,Public,Title I Schoolwide,120,12,10.4,42.0,27.2,27.1,32.9,8.5,0.4,3.9,14.8,13.6,13875,13.5,59.0,27.5,51.5,42.9,73.2,30.1,,,,,No,85.1
US-EDU-13729,Eastside Senior High School,IL,Illinois,Will County,City - Midsize,High School,Public,Title I Schoolwide,1293,87,14.8,90.3,26.8,40.2,18.9,7.2,2.3,4.6,9.0,9.5,14641,21.3,55.8,22.9,39.4,33.4,84.0,20.4,1080,22.9,18.7,55.8,Yes,83.2
US-EDU-13730,Pine Crest Elementary Academy,MA,Massachusetts,Lincoln County,Suburban - Large,Elementary School,Public,Not Title I Eligible,466,26,18.2,18.0,42.5,5.9,23.2,17.2,0.2,11.0,16.1,10.6,17928,10.3,40.2,49.5,52.3,82.3,89.2,20.0,,,,,No,92.1
US-EDU-13731,Northwood Primary School,IN,Indiana,Central County,City - Midsize,Elementary School,Private For-Profit,Not Applicable,534,32,16.8,73.2,46.5,13.7,23.5,13.7,0.1,2.5,15.9,11.8,20122,17.0,27.4,55.6,38.9,57.0,87.5,29.8,,,,,No,87.3
US-EDU-13732,Martin Luther King Jr. Senior High School,KY,Kentucky,Jackson County,Suburban - Large,High School,Public,Title I Targeted,1020,53,19.4,47.8,38.6,13.3,40.4,0.9,1.9,4.9,15.5,15.6,18448,13.9,49.4,36.7,66.6,63.4,83.6,30.7,1176,23.5,34.1,60.0,No,86.4
US-EDU-13733,Frontier Senior High School,MN,Minnesota,Montgomery County,Suburban - Midsize,High School,Public,Not Title I Eligible,739,46,16.1,30.1,17.6,28.1,43.4,6.5,3.0,1.4,5.3,17.7,15921,15.3,58.1,26.6,49.9,47.3,69.5,31.3,1093,24.5,21.4,69.2,No,92.5
US-EDU-13734,Pine Crest Elementary School,TX,Texas,Fort Bend County,Suburban - Large,Elementary School,Public,Title I Schoolwide,632,44,14.5,49.0,31.9,28.9,15.0,16.0,0.1,8.1,13.6,10.8,12330,14.0,43.5,42.5,63.0,67.5,85.1,15.5,,,,,No,89.1
US-EDU-13735,Lincoln Elementary School,WA,Washington,Marion County,City - Large,Elementary School,Public,Not Title I Eligible,125,12,10.8,16.9,47.9,34.8,7.1,8.6,0.1,1.5,8.8,10.6,16482,9.9,37.9,52.2,80.2,86.4,97.9,23.8,,,,,No,95.5
US-EDU-13736,Martin Luther King Jr. Intermediate School,IL,Illinois,Winnebago County,Suburban - Large,Middle School,Public,Title I Schoolwide,768,42,18.1,52.4,57.1,6.8,15.1,15.0,4.8,1.2,16.3,10.4,17380,10.9,51.1,38.0,47.0,67.4,88.4,15.0,,,,,Yes,93.4
US-EDU-13737,Roosevelt Elementary School,SC,South Carolina,Clay County,City - Large,Elementary School,Public,Title I Schoolwide,406,25,16.0,52.6,26.0,27.2,30.9,7.7,1.3,6.9,16.1,17.5,19166,14.7,49.2,36.1,70.7,79.7,90.1,18.7,,,,,No,88.7
US-EDU-13738,Washington Community College,VA,Virginia,Madison County,Suburban - Midsize,2-Year College,Public,Not Applicable,2436,134,18.2,0.0,41.1,36.8,10.4,4.1,1.4,6.2,12.4,2.4,26576,25.0,30.4,44.6,69.4,74.6,79.7,17.9,,,,,No,93.3
US-EDU-13739,Lakeshore Elementary School,NY,New York,Kings County,City - Midsize,Elementary School,Private Religious,Not Applicable,769,78,9.9,4.5,25.9,35.1,25.1,8.6,0.5,4.8,14.2,14.3,15974,0.0,2.0,98.0,93.6,98.0,99.5,12.1,,,,,No,97.8
US-EDU-13740,Horizon Grade School,CO,Colorado,Jackson County,Town - Fringe,Elementary School,Public,Not Title I Eligible,564,30,18.9,10.8,81.2,4.4,7.0,3.1,1.7,2.6,16.8,3.1,16248,9.3,38.5,52.2,74.6,94.6,89.8,12.9,,,,,No,95.8
US-EDU-13741,Hamilton Preparatory High School,DE,Delaware,Lincoln County,Town - Fringe,High School,Public Charter,Title I Schoolwide,1160,108,10.7,47.0,59.0,31.6,1.9,2.7,0.1,4.7,11.5,7.2,18729,13.9,29.8,56.3,57.2,53.3,76.9,17.9,1167,25.2,26.7,55.3,No,91.4
US-EDU-13742,Franklin Junior High School,KY,Kentucky,Franklin County,City - Large,Middle School,Public,Title I Schoolwide,543,36,15.2,73.2,21.7,43.0,18.3,11.6,2.3,3.1,11.9,12.3,14415,17.1,44.3,38.6,53.3,56.2,85.7,28.5,,,,,No,80.0
US-EDU-13743,Jefferson Elementary School,CT,Connecticut,Franklin County,Suburban - Large,Elementary School,Public,Title I Targeted,307,16,19.2,26.0,73.4,5.7,15.7,1.1,2.3,1.8,12.4,9.3,19378,12.2,43.0,44.8,56.5,59.1,80.3,25.4,,,,,No,99.0
US-EDU-13744,Jefferson Elementary School,NV,Nevada,Washington County,Suburban - Large,Elementary School,Public,Title I Schoolwide,630,44,14.4,50.4,67.3,1.6,20.4,8.7,0.1,1.9,10.7,7.2,17213,13.8,50.4,35.8,77.0,74.7,93.2,14.6,,,,,No,91.0
US-EDU-13745,Eastside Primary School,CA,California,San Bernardino County,Town - Fringe,Elementary School,Public,Title I Schoolwide,360,35,10.4,54.7,70.8,15.9,6.8,1.2,3.2,2.1,11.2,5.4,20160,13.9,43.1,43.0,60.9,69.4,83.3,20.2,,,,,No,89.2
US-EDU-13746,Washington Grade School,GA,Georgia,Cobb County,City - Midsize,Elementary School,Public,Title I Schoolwide,217,12,17.5,97.1,41.3,16.5,16.5,3.6,6.9,15.2,10.0,11.4,16504,17.0,65.8,17.2,26.3,33.3,78.2,31.1,,,,,No,80.5
US-EDU-13747,Lincoln Preparatory School,AZ,Arizona,Jackson County,City - Large,K-12 Combined,Public,Not Title I Eligible,486,24,19.9,33.5,36.9,18.6,23.3,17.1,1.5,2.6,22.9,15.4,15767,12.0,35.8,52.2,62.3,46.4,81.5,17.5,1219,25.8,31.1,67.8,No,93.0
US-EDU-13748,Carver Primary School,GA,Georgia,Richmond County,Suburban - Large,Elementary School,Private Non-Profit,Not Applicable,608,57,10.7,18.9,77.4,8.6,9.4,0.9,0.3,3.4,16.8,9.2,22238,0.0,2.0,98.0,77.6,66.9,97.4,14.7,,,,,Yes,89.3
US-EDU-13749,Oak Ridge College Prep,NM,New Mexico,Washington County,Suburban - Large,High School,Public Charter,Not Title I Eligible,2246,169,13.3,33.6,49.0,17.6,24.3,6.4,0.1,2.6,12.7,11.6,16867,11.5,52.4,36.1,61.3,64.7,86.7,21.6,1198,24.4,25.5,72.9,No,93.9
US-EDU-13750,Eisenhower Elementary School,VT,Vermont,Clay County,Rural - Fringe,Elementary School,Private Religious,Not Applicable,611,39,15.7,4.0,73.5,10.4,8.0,4.0,0.1,4.0,10.0,7.3,19096,0.0,2.0,98.0,71.2,82.6,88.6,20.8,,,,,No,99.0
US-EDU-13751,Marshall Elementary School,FL,Florida,Lee County,City - Large,Elementary School,Public,Title I Schoolwide,355,30,11.8,69.1,46.6,25.9,8.6,1.7,3.6,13.6,11.0,6.8,18298,16.5,39.5,44.0,43.8,45.8,81.4,34.0,,,,,No,85.1
US-EDU-13752,Lincoln Elementary Academy,CA,California,Sacramento County,Town - Fringe,Elementary School,Public,Title I Targeted,376,17,22.4,36.0,62.3,12.7,12.0,6.2,3.0,3.8,10.5,7.1,16979,10.0,33.9,56.1,30.7,56.5,84.1,21.2,,,,,Yes,91.9
US-EDU-13753,Eisenhower College,TX,Texas,Tarrant County,Suburban - Large,4-Year University,Private Non-Profit,Not Applicable,2346,116,20.2,16.3,48.0,2.3,21.9,17.0,2.6,8.2,12.4,11.6,16416,0.0,2.0,98.0,70.2,62.0,82.0,24.9,1242,24.9,,,No,92.7
US-EDU-13754,Grand Valley University,TN,Tennessee,Marion County,City - Large,4-Year University,Private Non-Profit,Not Applicable,9678,419,23.1,10.6,34.2,36.3,15.9,10.5,1.5,1.6,9.2,6.5,20790,0.0,2.0,98.0,66.1,64.1,84.5,18.5,1293,27.6,,,No,92.2
US-EDU-13755,Roosevelt College Prep,DC,District of Columbia,Jackson County,City - Large,High School,Public Charter,Title I Schoolwide,1827,158,11.6,53.1,21.1,21.9,40.5,11.8,0.1,4.6,18.0,19.9,15873,13.8,53.3,32.9,45.5,67.9,85.1,21.5,1219,23.9,20.9,63.4,Yes,85.1
US-EDU-13756,Highland Park Community School,CA,California,Fresno County,City - Large,K-12 Combined,Public Charter,Title I Schoolwide,452,29,15.7,89.7,16.7,20.5,43.7,10.3,3.3,5.5,7.5,17.5,14609,20.5,59.5,20.0,26.8,49.5,85.7,21.1,1069,20.6,13.9,67.4,No,90.3
US-EDU-13757,Eisenhower Elementary School,LA,Louisiana,Clay County,City - Midsize,Elementary School,Public,Title I Schoolwide,406,20,20.7,75.1,22.9,8.7,51.3,12.1,1.3,3.7,9.6,20.0,16027,17.5,45.7,36.8,53.3,62.8,86.8,16.3,,,,,No,89.3
US-EDU-13758,Lincoln Junior High School,DE,Delaware,Jackson County,Suburban - Midsize,Middle School,Public,Title I Schoolwide,374,30,12.3,59.7,52.0,12.2,11.9,18.5,1.9,3.5,16.0,9.5,17846,16.4,56.9,26.7,43.1,65.6,81.0,23.1,,,,,No,91.3
US-EDU-13759,Pine Crest Elementary Academy,WI,Wisconsin,Washington County,City - Large,Elementary School,Public,Title I Targeted,274,13,20.5,72.1,9.1,29.1,40.9,17.2,0.1,3.6,8.8,18.6,20895,19.8,35.0,45.2,40.3,57.0,81.2,14.1,,,,,No,84.3
US-EDU-13760,Lakeshore Academy,NH,New Hampshire,Madison County,Suburban - Large,High School,Public,Title I Schoolwide,813,50,16.3,47.2,61.1,3.1,32.9,0.9,0.1,1.9,17.1,11.0,16941,11.7,45.9,42.4,65.5,48.0,76.1,28.1,1219,25.2,20.8,60.4,No,88.5
US-EDU-13761,Eastside Elementary School,TX,Texas,Dallas County,Suburban - Midsize,Elementary School,Private Non-Profit,Not Applicable,494,42,11.7,22.8,47.7,23.3,6.2,16.4,0.2,6.2,12.3,6.4,17640,0.0,2.0,98.0,65.8,76.3,77.6,23.9,,,,,No,95.9
US-EDU-13762,Jefferson High School,CA,California,San Bernardino County,City - Large,High School,Private Religious,Not Applicable,1286,97,13.3,7.3,42.2,18.8,27.7,7.3,0.1,3.9,11.4,11.8,17141,0.0,2.0,98.0,67.9,69.6,84.8,15.4,1247,24.4,23.8,79.8,No,92.6
US-EDU-13763,Oak Ridge Elementary School,NJ,New Jersey,Central County,City - Large,Elementary School,Public,Title I Schoolwide,317,27,11.7,53.0,15.8,29.4,43.3,4.6,1.8,5.1,14.2,21.2,11620,17.6,33.3,49.1,58.9,47.5,78.9,18.0,,,,,No,88.6
US-EDU-13764,Meadowbrook High School,TX,Texas,Hidalgo County,City - Midsize,High School,Public,Title I Schoolwide,1253,69,18.2,84.0,19.4,25.0,32.0,17.3,1.4,4.9,16.7,14.2,8322,19.7,52.2,28.1,12.0,33.7,84.9,25.7,987,20.2,12.7,65.0,No,83.2
US-EDU-13765,River Bend Primary School,MN,Minnesota,Franklin County,Suburban - Large,Elementary School,Private Non-Profit,Not Applicable,221,28,7.9,25.4,59.4,21.2,17.0,1.0,0.4,1.0,16.2,8.5,21823,0.0,2.0,98.0,60.5,56.5,79.5,9.5,,,,,No,92.8
US-EDU-13766,Valley View Elementary Academy,CA,California,San Diego County,Suburban - Large,Elementary School,Public,Title I Targeted,319,29,11.1,35.3,50.3,12.4,27.3,6.1,0.2,3.7,15.1,10.5,19734,11.0,67.1,21.9,33.6,68.3,78.9,12.7,,,,,No,92.9
US-EDU-13767,Carver Grade School,IL,Illinois,Cook County,Suburban - Midsize,Elementary School,Private Religious,Not Applicable,260,32,8.1,9.6,64.9,15.6,13.1,0.9,0.3,5.2,10.9,8.2,18555,0.0,2.0,98.0,79.5,64.7,88.1,15.8,,,,,Yes,93.9
US-EDU-13768,Eisenhower Elementary School,FL,Florida,Brevard County,Suburban - Large,Elementary School,Public,Not Title I Eligible,509,47,10.8,19.5,49.7,4.5,30.4,12.1,0.6,2.7,16.7,14.3,18837,10.1,47.9,42.0,50.1,57.3,75.4,24.6,,,,,No,98.9
US-EDU-13769,Hamilton Primary School,FL,Florida,Pinellas County,Rural - Remote,Elementary School,Public,Title I Schoolwide,501,28,17.7,48.8,67.9,11.6,10.3,4.6,1.2,4.4,13.5,9.8,16800,14.9,47.2,37.9,56.0,64.7,81.4,20.3,,,,,Yes,92.0
US-EDU-13770,Pine Crest Junior High School,WY,Wyoming,Jefferson County,Suburban - Midsize,Middle School,Public,Title I Schoolwide,607,54,11.3,56.7,66.2,4.6,20.1,1.1,4.4,3.6,7.5,9.2,21212,14.7,43.8,41.5,55.2,66.9,93.6,16.8,,,,,No,88.8
US-EDU-13771,Westview Intermediate School,IA,Iowa,Washington County,Rural - Remote,Middle School,Public,Title I Schoolwide,702,42,16.6,69.0,68.2,17.2,9.3,0.4,3.1,1.8,8.7,2.7,19761,18.3,45.2,36.5,31.8,23.9,81.7,35.6,,,,,No,87.1
US-EDU-13772,Valley View Junior High School,HI,Hawaii,Lincoln County,Suburban - Midsize,Middle School,Public,Not Title I Eligible,511,44,11.5,10.8,63.8,2.6,17.9,12.3,2.0,1.4,14.8,8.6,13134,12.3,37.7,50.0,80.2,74.9,92.4,18.6,,,,,No,97.0
